followers_count,following_count,followers_following_ratio,account_age_days,bio_length,has_profile_pic,posts_per_day,avg_likes,avg_comments,hashtags_per_post,has_url_in_bio,posting_regularity,content_repetition_score,engagement_consistency,is_fake
23,621,0.037037037037037035,3185,111,1,0.15,5.0,0,3.3,1,0.8,0.02,0.66,0
34,70,0.4857142857142857,2466,113,1,3.19,10.2,0,2.4,1,0.64,0.23,0.83,0
745,94,7.925531914893617,2277,26,0,1.2,116.0,6,6.8,0,0.84,0.21,0.58,0
5,201,0.024875621890547265,3699,132,1,0.04,1.5,0,3.4,1,0.69,0.22,0.9,0
2523,322,7.8354037267080745,3849,125,1,0.53,4.0,0,3.2,1,0.62,0.13,0.59,0
97657,93099,1.0489586354311002,328,48,1,12.08,711.0,14,18.8,1,0.84,0.55,0.26,1
22,267,0.08239700374531835,2859,61,1,1.24,6.6,0,3.4,1,0.67,0.03,0.84,0
25,202,0.12376237623762376,1998,58,1,0.03,0.0,0,3.9,0,0.83,0.06,0.52,0
12,622,0.01929260450160772,3593,95,1,2.04,0.0,0,1.8,0,0.8,0.15,0.6,0
44,6461,0.006810091317133571,51,0,0,42.23,0.0,0,23.9,0,0.94,0.76,0.14,1
393,247,1.591093117408907,1249,38,1,0.39,60.0,8,1.9,0,0.53,0.17,0.75,0
36,6138,0.005865102639296188,79,0,0,21.29,2.0,0,20.1,1,0.94,0.8,0.0,1
159,405,0.3925925925925926,1038,76,1,0.02,4.0,0,3.2,0,0.84,0.17,0.71,0
3498,191,18.31413612565445,78,155,1,3.03,34.0,1,5.3,1,0.33,0.63,0.31,1
101,114,0.8859649122807017,3911,30,1,0.44,11.0,0,3.4,0,0.35,0.08,0.51,0
173,47,3.6808510638297873,2450,74,1,0.46,21.0,1,5.9,0,0.79,0.21,0.92,0
366,164,2.231707317073171,2818,57,1,1.07,109.8,3,2.1,1,0.85,0.17,0.7,0
133,51,2.607843137254902,1810,96,1,1.98,4.0,0,0.2,0,0.5,0.11,0.63,0
138,8,17.25,3674,66,1,0.56,6.0,0,1.2,0,0.45,0.04,0.81,0
1091,58,18.810344827586206,1112,57,1,2.72,1.0,0,2.6,0,0.75,0.07,0.83,0
233,3065,0.07601957585644371,14,107,1,28.86,3.0,0,26.9,1,0.88,0.79,0.27,1
20,19,1.0526315789473684,1072,105,1,0.22,6.0,0,0.8,0,0.57,0.25,0.66,0
325,208,1.5625,1106,39,1,0.58,14.0,1,0.8,1,0.9,0.11,0.92,0
156,4464,0.03494623655913978,119,136,0,26.67,1.0,0,20.6,1,0.76,0.7,0.17,1
74,4277,0.01730184708908113,113,0,1,10.79,1.0,0,26.3,0,0.97,0.96,0.05,1
323,2337,0.13821138211382114,41,119,1,29.23,4.0,0,21.9,1,0.71,0.5,0.15,1
36,24,1.5,1125,77,1,0.75,4.0,0,0.6,0,0.85,0.2,0.87,0
1210,39,31.025641025641026,3448,61,1,0.08,1.0,0,0.9,0,0.48,0.14,0.55,0
10,7006,0.0014273479874393378,26,0,0,48.41,2.0,0,28.8,0,0.99,0.63,0.09,1
5,52,0.09615384615384616,778,50,1,0.85,1.0,0,0.4,0,0.86,0.12,0.93,0
62613,66358,0.943563699930679,150,87,1,14.43,149.0,5,23.3,1,0.74,0.58,0.25,1
5050,328,15.396341463414634,3962,87,1,0.82,4.0,0,1.2,1,0.7,0.03,0.62,0
1206,273,4.417582417582418,3979,59,1,0.33,75.0,10,7.2,0,0.81,0.23,0.61,0
0,151,0.0,1028,69,0,0.31,0.0,0,5.6,0,0.93,0.24,0.61,0
208,41,5.073170731707317,1645,86,0,0.77,62.4,7,2.3,0,0.39,0.1,0.51,0
37,548,0.06751824817518248,2206,126,1,0.87,11.1,0,3.7,0,0.49,0.08,0.56,0
64,301,0.21262458471760798,2235,71,1,0.54,19.2,2,3.9,0,0.84,0.09,0.89,0
92,4782,0.019238812212463405,45,17,0,29.66,1.0,0,18.1,1,0.97,0.77,0.02,1
188,44,4.2727272727272725,2828,64,1,1.15,56.4,7,4.7,1,0.31,0.18,0.75,0
8873,2148,4.1308193668528865,1021,83,1,0.34,2.0,0,5.7,0,0.68,0.1,0.95,0
48,400,0.12,3932,70,1,0.15,14.399999999999999,1,1.5,0,0.36,0.23,0.65,0
60,1785,0.03361344537815126,66,19,1,39.84,1.0,0,29.9,0,1.0,0.92,0.07,1
166,69,2.4057971014492754,2601,65,1,2.45,6.0,0,4.7,1,0.58,0.02,0.95,0
48735,45854,1.062829851267065,303,71,1,6.05,225.0,6,19.3,0,0.67,0.7,0.18,1
430,2975,0.14453781512605043,69,159,1,10.26,8.0,0,23.0,1,0.94,0.63,0.25,1
1020,21,48.57142857142857,1814,98,1,0.06,16.0,2,3.6,0,0.74,0.24,0.54,0
96787,344,281.3575581395349,3276,105,1,1.02,76.0,6,7.2,0,0.34,0.21,0.52,0
1354,314,4.312101910828026,1345,52,1,0.05,11.0,1,5.0,0,0.65,0.07,0.53,0
510,130,3.923076923076923,23,145,1,4.65,77.0,3,8.4,0,0.44,0.56,0.28,1
14,2917,0.0047994514912581415,119,10,0,25.65,1.0,0,19.6,0,0.95,0.77,0.02,1
146,165,0.8848484848484849,1672,115,1,0.04,10.0,0,0.1,0,0.51,0.12,0.86,0
7809,46,169.7608695652174,2248,93,1,5.16,30.0,3,6.9,0,0.86,0.03,0.66,0
8,2639,0.0030314513073133762,49,0,0,40.55,2.0,0,29.9,1,0.96,0.66,0.09,1
278,1418,0.19605077574047955,2606,62,1,0.31,4.0,0,6.9,0,0.58,0.24,0.82,0
8097,38,213.07894736842104,1100,28,0,0.05,12.0,0,7.1,0,0.69,0.16,0.53,0
1322,2507,0.5273234942161946,2502,80,1,2.06,396.59999999999997,35,4.9,1,0.87,0.01,0.75,0
218,344,0.6337209302325582,3749,119,1,0.77,2.0,0,0.0,0,0.66,0.23,0.65,0
200,286,0.6993006993006993,2217,28,1,0.59,60.0,2,1.0,0,0.91,0.08,0.89,0
2414,8,301.75,401,110,1,0.15,34.0,0,5.1,1,0.6,0.1,0.58,0
8,4165,0.0019207683073229293,16,12,0,36.88,2.0,0,16.3,0,1.0,0.86,0.01,1
2176,312,6.9743589743589745,22,111,1,1.89,26.0,0,4.2,1,0.32,0.47,0.33,1
6,6708,0.0008944543828264759,2813,88,1,0.28,1.7999999999999998,0,5.5,1,0.65,0.17,0.7,0
4128,136,30.352941176470587,14,145,1,1.71,87.0,3,9.7,1,0.39,0.74,0.33,1
79,7444,0.01061257388500806,84,0,0,11.22,1.0,0,24.0,1,0.99,0.76,0.19,1
335,3925,0.08535031847133757,28,113,0,13.38,2.0,0,24.2,1,0.78,0.54,0.1,1
0,41,0.0,3898,80,1,0.58,0.0,0,0.1,0,0.76,0.03,0.76,0
347,4090,0.08484107579462102,101,154,1,27.3,5.0,0,24.3,1,0.7,0.62,0.27,1
192,62,3.096774193548387,2094,55,1,0.31,8.0,0,5.2,0,0.54,0.16,0.62,0
78827,8125,9.701784615384616,238,44,1,13.46,561.0,11,11.6,1,0.73,0.33,0.32,1
56975,84353,0.67543537277868,223,54,1,7.17,159.0,6,19.3,0,0.83,0.64,0.31,1
28,2938,0.009530292716133424,100,19,1,41.23,2.0,0,22.4,0,0.89,0.91,0.0,1
199,112,1.7767857142857142,2386,90,0,0.05,24.0,0,1.4,0,0.69,0.11,0.73,0
24822,65667,0.3779980812280141,261,73,1,14.5,205.0,1,14.4,0,0.62,0.69,0.28,1
864,134,6.447761194029851,2564,91,1,1.08,11.0,0,5.6,0,0.55,0.01,0.51,0
8154,54519,0.14956253783084797,474,45,1,3.93,64.0,1,21.1,0,0.74,0.63,0.26,1
47,15,3.1333333333333333,464,133,1,1.11,1.0,0,4.1,0,0.76,0.09,0.65,0
89,87,1.0229885057471264,1122,73,1,0.18,3.0,0,5.9,0,0.42,0.09,0.85,0
25,69,0.36231884057971014,341,92,1,0.81,7.5,0,3.4,0,0.92,0.21,0.69,0
0,18,0.0,1799,100,1,2.45,0.0,0,5.8,0,0.74,0.15,0.75,0
195,1357,0.14369933677229182,83,136,1,9.12,0.0,0,20.0,0,0.97,0.84,0.11,1
193,463,0.4168466522678186,329,119,1,0.54,9.0,1,1.0,0,0.85,0.18,0.87,0
533,177,3.0112994350282487,1532,143,1,0.68,54.0,2,1.1,0,0.78,0.23,0.71,0
10,92,0.10869565217391304,2372,105,1,0.33,3.0,0,3.5,0,0.72,0.0,0.79,0
390,4143,0.0941346850108617,154,138,0,28.21,3.0,0,26.9,1,0.89,0.58,0.12,1
942,12,78.5,983,70,1,1.47,17.0,1,0.5,1,0.86,0.03,0.57,0
3178,146,21.767123287671232,30,157,1,1.21,99.0,4,9.2,1,0.57,0.78,0.25,1
224,1231,0.18196588139723802,1850,96,1,0.38,1.0,0,4.1,0,0.57,0.22,0.74,0
6,7,0.8571428571428571,554,41,1,0.13,1.7999999999999998,0,2.3,0,0.52,0.03,0.79,0
2063,40,51.575,2948,83,1,2.74,4.0,0,0.9,1,0.69,0.09,0.52,0
27,109,0.24770642201834864,1760,104,0,0.26,8.1,0,2.6,0,0.86,0.17,0.9,0
33,2189,0.01507537688442211,7,19,0,36.58,2.0,0,17.0,1,0.94,0.91,0.19,1
83,2892,0.028699861687413553,56,0,0,48.1,1.0,0,17.3,0,0.99,0.8,0.18,1
2849,443,6.431151241534988,85,103,1,1.21,18.0,0,6.0,0,0.66,0.66,0.26,1
105,1876,0.055970149253731345,91,110,1,22.5,2.0,0,26.4,0,0.84,0.81,0.24,1
282,1658,0.1700844390832328,182,129,0,13.27,9.0,0,27.5,0,0.83,0.86,0.23,1
81,643,0.12597200622083982,41,15,1,16.88,1.0,0,21.4,1,0.93,0.89,0.18,1
1104,70,15.771428571428572,42,148,1,3.55,99.0,3,9.2,0,0.46,0.42,0.2,1
97,653,0.14854517611026033,1422,119,1,1.56,10.0,1,7.6,0,0.44,0.09,0.65,0
239,188,1.2712765957446808,46,122,1,1.11,44.0,0,4.8,0,0.31,0.54,0.48,1
750,66,11.363636363636363,2263,61,1,1.69,18.0,0,5.9,1,0.9,0.25,0.66,0
13,916,0.014192139737991267,1017,101,1,0.66,3.9,0,2.1,0,0.88,0.15,0.85,0
90,70,1.2857142857142858,532,49,0,0.58,27.0,2,3.5,0,0.59,0.03,0.9,0
177,80,2.2125,66,95,1,4.95,25.0,1,3.5,1,0.54,0.51,0.3,1
59,3316,0.01779252110977081,18,7,0,14.49,2.0,0,22.5,1,0.9,0.8,0.15,1
46,36,1.2777777777777777,3973,47,1,0.15,13.799999999999999,0,6.4,0,0.71,0.08,0.75,0
150,1225,0.12244897959183673,2488,51,1,0.46,4.0,0,5.4,0,0.33,0.08,0.69,0
7,1072,0.0065298507462686565,3137,76,1,0.38,2.1,0,4.9,0,0.59,0.12,0.93,0
143,4295,0.03329452852153667,132,153,1,15.03,9.0,0,26.8,1,0.84,0.67,0.27,1
679,6,113.16666666666667,2968,133,1,0.99,1.0,0,6.9,0,0.47,0.06,0.72,0
15286,17,899.1764705882352,2143,64,1,1.26,30.0,2,3.2,1,0.79,0.24,0.78,0
506,3,168.66666666666666,180,57,1,1.31,4.0,0,1.5,0,0.86,0.06,0.54,0
8,723,0.011065006915629323,92,9,1,27.54,0.0,0,16.0,0,0.86,0.97,0.19,1
1793,190,9.436842105263159,1477,115,1,0.1,6.0,0,5.2,0,0.76,0.01,0.69,0
802,53,15.132075471698114,371,0,1,0.26,235.0,11,7.4,0,0.37,0.05,0.95,0
87537,34590,2.530702515177797,343,49,1,7.16,497.0,24,16.5,0,0.81,0.6,0.28,1
968,1715,0.5644314868804665,2354,121,1,1.73,11.0,1,6.8,1,0.87,0.03,0.82,0
2186,443,4.934537246049661,40,113,1,2.27,67.0,1,4.5,0,0.39,0.43,0.22,1
60,21,2.857142857142857,793,47,1,0.52,18.0,1,5.3,0,0.53,0.22,0.54,0
17,1596,0.010651629072681704,3626,46,1,0.27,5.1,0,2.2,1,0.64,0.04,0.86,0
554,35,15.82857142857143,3821,80,1,1.25,6.0,0,4.2,0,0.75,0.12,0.77,0
287,31,9.258064516129032,1007,60,0,0.47,11.0,1,3.1,1,0.89,0.08,0.69,0
123,110,1.1181818181818182,2183,63,1,0.76,26.0,1,3.8,0,0.71,0.11,0.9,0
188,124,1.5161290322580645,1267,43,0,0.58,5.0,0,2.8,0,0.34,0.25,0.91,0
43,5333,0.008063003937746109,11,0,0,40.54,0.0,0,16.3,1,0.92,0.98,0.16,1
69271,76346,0.9073297880701019,226,71,1,12.66,176.0,2,16.3,1,0.86,0.51,0.3,1
3,1143,0.0026246719160104987,244,107,1,3.2,0.8999999999999999,0,1.8,0,0.45,0.01,0.68,0
908,113,8.035398230088495,3885,118,1,0.14,32.0,3,3.5,0,0.5,0.15,0.58,0
153,4622,0.03310255300735612,124,120,0,8.44,8.0,0,22.3,1,0.77,0.7,0.22,1
120,43,2.7906976744186047,3752,80,1,1.65,9.0,0,5.5,0,0.73,0.24,0.87,0
97,55,1.7636363636363637,377,65,1,2.06,29.099999999999998,2,1.5,0,0.92,0.15,0.81,0
54491,65614,0.8304782515926479,182,86,1,10.49,477.0,9,12.4,0,0.73,0.35,0.16,1
14,239,0.058577405857740586,429,58,1,0.11,4.2,0,5.5,0,0.51,0.22,0.85,0
712,82,8.682926829268293,2894,85,1,0.25,25.0,3,5.1,0,0.4,0.07,0.66,0
270,7,38.57142857142857,3005,32,1,1.21,81.0,5,5.9,0,0.78,0.23,0.91,0
7,24,0.2916666666666667,2767,109,1,0.25,2.1,0,1.1,0,0.7,0.04,0.53,0
82,244,0.3360655737704918,2670,108,1,0.41,24.599999999999998,3,4.9,0,0.52,0.17,0.62,0
78611,93545,0.8403549094018922,318,59,1,4.24,680.0,26,16.8,0,0.8,0.43,0.26,1
437,1141,0.38299737072743206,92,142,0,20.24,1.0,0,28.9,1,0.87,0.54,0.17,1
380,208,1.8269230769230769,3920,57,1,0.31,33.0,4,3.0,1,0.46,0.16,0.55,0
3649,440,8.293181818181818,59,122,1,3.7,43.0,0,3.8,1,0.47,0.64,0.41,1
2987,245,12.191836734693878,27,118,1,3.47,42.0,0,9.5,0,0.56,0.73,0.39,1
16,210,0.0761904761904762,2339,93,1,0.34,4.8,0,1.2,1,0.46,0.21,0.75,0
66660,39854,1.6726050082802228,66,83,1,8.73,110.0,0,11.9,0,0.82,0.52,0.17,1
290,37,7.837837837837838,2447,51,1,0.52,38.0,3,0.7,1,0.8,0.06,0.54,0
915,78,11.73076923076923,1745,13,1,1.19,274.5,24,2.5,1,0.32,0.15,0.6,0
2456,170,14.447058823529412,3056,54,1,0.02,2.0,0,3.8,1,0.38,0.12,0.83,0
642,123,5.219512195121951,240,59,1,0.26,4.0,0,7.1,0,0.46,0.22,0.78,0
496,4890,0.10143149284253579,86,111,1,26.11,4.0,0,23.4,0,0.91,0.76,0.29,1
442,1025,0.43121951219512195,103,137,1,6.71,5.0,0,25.5,1,0.8,0.85,0.13,1
9,562,0.01601423487544484,3991,52,0,0.02,2.0,0,5.8,0,0.93,0.24,0.53,0
855,399,2.142857142857143,8,152,1,1.81,80.0,2,2.5,1,0.43,0.65,0.4,1
18,3834,0.004694835680751174,85,0,0,34.45,1.0,0,29.5,0,0.98,0.95,0.12,1
832,50,16.64,346,125,0,3.39,6.0,0,7.6,1,0.78,0.16,0.61,0
133,2285,0.05820568927789934,151,158,0,25.24,8.0,0,29.7,0,0.71,0.57,0.06,1
597,82,7.280487804878049,2037,124,1,0.65,9.0,0,3.7,0,0.79,0.2,0.51,0
48637,36595,1.3290613471785764,100,87,1,5.03,274.0,9,19.6,1,0.86,0.33,0.1,1
223,58,3.8448275862068964,3404,82,1,1.15,46.0,5,5.2,0,0.61,0.25,0.65,0
26,23,1.1304347826086956,2360,57,1,0.08,7.8,0,4.1,0,0.34,0.16,0.69,0
375,2827,0.13264945171559958,51,107,1,5.53,5.0,0,21.3,1,0.95,0.89,0.17,1
96662,22391,4.317002367022464,110,57,1,7.73,798.0,26,17.0,0,0.62,0.67,0.21,1
363,2865,0.12670157068062826,172,159,1,16.86,0.0,0,21.4,0,0.97,0.72,0.15,1
88,4079,0.02157391517528806,16,138,1,9.6,5.0,0,27.8,0,0.82,0.65,0.09,1
28131,12098,2.3252603736154738,212,69,1,12.22,130.0,2,15.5,1,0.92,0.48,0.23,1
1386,88,15.75,3811,55,1,0.29,0.0,0,0.6,0,0.38,0.07,0.62,0
45,69,0.6521739130434783,2174,49,1,2.13,13.5,1,6.4,0,0.93,0.22,0.64,0
471,1652,0.2851089588377724,19,110,1,25.57,1.0,0,25.5,1,0.93,0.51,0.06,1
35,102,0.3431372549019608,700,93,1,0.64,2.0,0,3.0,1,0.45,0.22,0.94,0
290,494,0.5870445344129555,823,106,1,0.85,5.0,0,4.1,1,0.34,0.03,0.63,0
120,225,0.5333333333333333,193,42,1,0.63,36.0,2,6.2,0,0.36,0.2,0.56,0
42,44,0.9545454545454546,2537,125,1,1.35,12.6,1,1.8,0,0.35,0.03,0.79,0
20,2585,0.007736943907156673,97,0,0,38.07,2.0,0,29.4,1,1.0,0.87,0.07,1
21,529,0.03969754253308128,1397,143,1,0.17,3.0,0,2.1,0,0.87,0.17,0.65,0
565,28,20.178571428571427,228,119,1,0.51,140.0,18,5.3,0,0.38,0.01,0.51,0
318,4874,0.06524415264669675,60,128,0,5.26,3.0,0,25.7,1,0.96,0.9,0.19,1
11,102,0.10784313725490197,1346,52,1,1.24,3.3,0,0.2,0,0.93,0.08,0.55,0
816,14,58.285714285714285,3868,80,1,0.12,44.0,6,7.7,1,0.49,0.03,0.62,0
9,6115,0.0014717906786590352,96,0,0,46.6,0.0,0,24.2,0,0.86,0.66,0.09,1
66,27,2.4444444444444446,1549,94,1,0.57,12.0,1,3.2,1,0.45,0.17,0.73,0
28,366,0.07650273224043716,1874,72,1,0.13,5.0,0,7.3,0,0.83,0.03,0.61,0
8,683,0.01171303074670571,13,12,0,11.1,1.0,0,23.0,1,0.91,0.64,0.15,1
65,3341,0.019455252918287938,79,8,1,19.9,1.0,0,18.8,0,0.86,0.73,0.14,1
1642,91,18.043956043956044,257,34,1,0.27,35.0,3,5.4,1,0.32,0.1,0.63,0
1729,14,123.5,3977,100,1,0.5,225.0,6,4.5,0,0.41,0.17,0.59,0
14,2726,0.005135730007336757,2158,79,1,0.47,4.2,0,1.9,0,0.68,0.05,0.61,0
133,2769,0.04803178042614662,78,147,0,26.81,6.0,0,21.2,1,0.85,0.8,0.26,1
202,1741,0.11602527283170591,3495,58,1,0.99,16.0,1,1.0,0,0.49,0.19,0.61,0
23,1205,0.019087136929460582,37,0,1,22.85,1.0,0,19.9,1,0.92,0.8,0.16,1
62,6577,0.009426790329937661,5,12,0,36.93,0.0,0,19.6,1,1.0,0.69,0.15,1
136,9,15.11111111111111,748,4,1,1.38,14.0,1,7.9,1,0.88,0.13,0.77,0
27,5613,0.004810261892036344,62,0,0,40.84,0.0,0,23.8,1,0.89,0.64,0.12,1
794,15,52.93333333333333,2648,36,1,1.59,36.0,0,1.5,0,0.83,0.09,0.79,0
262,119,2.2016806722689077,1744,55,1,0.41,5.0,0,4.7,0,0.63,0.03,0.89,0
16,105,0.1523809523809524,2048,31,1,0.05,3.0,0,6.6,0,0.78,0.07,0.77,0
49397,18940,2.608078141499472,194,98,1,4.33,120.0,1,24.9,1,0.91,0.58,0.15,1
391,4427,0.08832166252541224,135,158,0,8.12,5.0,0,29.0,1,0.97,0.65,0.23,1
45333,84524,0.5363328758695755,400,40,1,8.61,56.0,0,16.4,1,0.85,0.39,0.34,1
651,10,65.1,1168,46,1,0.09,17.0,1,5.4,1,0.88,0.07,0.65,0
64,1694,0.03778040141676505,118,0,0,28.98,2.0,0,16.8,1,0.95,0.64,0.02,1
2091,39,53.61538461538461,1828,52,1,6.83,0.0,0,1.7,1,0.33,0.14,0.75,0
286,1446,0.19778699861687413,194,105,0,6.44,4.0,0,29.0,0,0.92,0.63,0.19,1
1,4893,0.00020437359493153485,9,19,0,28.31,2.0,0,29.9,1,0.89,0.82,0.17,1
87,43,2.0232558139534884,2686,47,1,0.69,1.0,0,2.5,1,0.66,0.04,0.89,0
3575,480,7.447916666666667,26,90,1,2.59,49.0,0,9.2,0,0.66,0.66,0.27,1
374,158,2.367088607594937,3696,65,1,0.18,3.0,0,7.0,1,0.57,0.11,0.88,0
118,222,0.5315315315315315,1489,36,1,0.13,8.0,0,1.6,0,0.71,0.16,0.5,0
33,7349,0.004490406858075929,15,0,1,36.78,0.0,0,19.6,0,0.9,0.68,0.19,1
93548,44666,2.09438946849953,478,33,1,3.17,509.0,7,22.7,1,0.69,0.58,0.26,1
32,91,0.3516483516483517,719,74,1,0.05,9.6,0,2.1,0,0.45,0.06,0.81,0
310,6,51.666666666666664,2937,83,1,1.5,8.0,0,7.6,0,0.89,0.24,0.88,0
55302,89418,0.6184660806549017,471,78,1,13.36,152.0,6,11.2,1,0.72,0.43,0.3,1
1,313,0.003194888178913738,566,100,1,0.24,0.3,0,6.1,0,0.77,0.22,0.79,0
31769,40983,0.7751750725910743,184,69,1,14.52,143.0,1,24.5,0,0.83,0.62,0.2,1
6,1234,0.004862236628849271,1792,61,1,0.84,1.7999999999999998,0,3.7,1,0.79,0.13,0.64,0
28,269,0.10408921933085502,1463,131,1,0.23,1.0,0,6.0,1,0.63,0.04,0.74,0
375,1905,0.1968503937007874,87,111,0,26.59,8.0,0,26.7,1,0.8,0.76,0.27,1
153,5151,0.0297029702970297,3888,47,1,0.45,44.0,5,3.1,0,0.71,0.04,0.79,0
60,897,0.06688963210702341,3982,118,1,1.98,10.0,0,7.6,1,0.35,0.11,0.87,0
9,67,0.13432835820895522,3033,53,1,0.76,2.6999999999999997,0,5.2,1,0.47,0.21,0.92,0
13,183,0.07103825136612021,1726,116,1,0.73,3.9,0,7.8,0,0.48,0.18,0.84,0
69,14,4.928571428571429,1296,88,1,0.5,2.0,0,6.1,1,0.52,0.06,0.7,0
30,3314,0.009052504526252263,35,0,0,25.81,2.0,0,28.2,0,0.96,0.76,0.14,1
135,4309,0.031329774889765606,69,132,1,22.4,9.0,0,28.0,1,0.88,0.73,0.17,1
6416,22913,0.28001571160476585,220,61,1,4.57,53.0,1,23.9,1,0.86,0.67,0.32,1
1768,9,196.44444444444446,914,66,1,1.09,3.0,0,1.0,0,0.85,0.0,0.61,0
3098,346,8.953757225433526,82,112,1,2.76,65.0,0,6.4,0,0.32,0.47,0.2,1
82068,38424,2.1358525921299187,80,42,1,11.05,180.0,8,11.9,1,0.72,0.34,0.2,1
48,12,4.0,3096,108,1,0.12,14.399999999999999,0,2.2,1,0.57,0.02,0.84,0
16,115,0.1391304347826087,1559,100,1,0.57,4.8,0,7.5,0,0.53,0.14,0.54,0
162,276,0.5869565217391305,561,21,1,0.62,5.0,0,3.9,1,0.82,0.12,0.87,0
129,14,9.214285714285714,2850,112,1,0.46,1.0,0,5.5,0,0.82,0.18,0.86,0
317,1800,0.1761111111111111,61,141,0,8.39,4.0,0,23.0,0,0.85,0.55,0.12,1
63,6233,0.010107492379271618,79,16,0,46.91,0.0,0,23.3,1,0.92,0.87,0.2,1
468,20,23.4,494,45,1,0.4,15.0,0,1.4,1,0.51,0.19,0.53,0
397,1510,0.2629139072847682,194,114,1,5.57,5.0,0,23.8,1,0.77,0.89,0.16,1
653,120,5.441666666666666,5,81,1,3.63,73.0,2,5.4,0,0.4,0.69,0.25,1
52316,57346,0.9122868203536428,284,92,1,12.28,205.0,2,13.3,1,0.62,0.36,0.25,1
292,171,1.7076023391812865,60,142,1,3.43,97.0,1,4.7,1,0.49,0.73,0.4,1
66,19,3.473684210526316,259,102,1,3.34,19.8,2,5.9,1,0.84,0.24,0.61,0
3947,330,11.960606060606061,47,147,1,3.96,20.0,0,7.5,0,0.47,0.64,0.47,1
6,133,0.045112781954887216,912,75,1,0.47,1.7999999999999998,0,5.4,0,0.38,0.12,0.63,0
641,360,1.7805555555555554,80,68,1,1.12,36.0,1,8.3,1,0.59,0.73,0.32,1
319,221,1.4434389140271493,18,63,1,2.06,28.0,1,5.4,0,0.36,0.6,0.48,1
320,493,0.6490872210953347,2490,160,1,2.75,3.0,0,1.7,1,0.73,0.14,0.55,0
421,668,0.6302395209580839,3888,124,1,0.4,2.0,0,4.3,1,0.38,0.18,0.79,0
37,19,1.9473684210526316,3872,146,1,0.06,4.0,0,4.8,1,0.85,0.04,0.67,0
78,6402,0.01218369259606373,108,17,0,13.79,1.0,0,25.5,0,0.89,1.0,0.06,1
4101,145,28.282758620689656,71,110,1,2.01,39.0,0,9.8,0,0.49,0.69,0.34,1
50953,81461,0.6254894980420078,330,45,1,6.49,430.0,10,24.1,0,0.79,0.45,0.29,1
3183,264,12.056818181818182,85,96,1,3.89,68.0,3,7.4,1,0.57,0.4,0.45,1
10,49,0.20408163265306123,3528,75,1,0.94,1.0,0,7.0,0,0.59,0.02,0.71,0
25,832,0.030048076923076924,338,78,1,1.05,7.5,0,5.8,0,0.68,0.09,0.61,0
4,665,0.006015037593984963,2097,115,1,0.56,1.2,0,6.5,0,0.39,0.19,0.92,0
224,5,44.8,482,82,1,0.9,67.2,5,4.1,1,0.66,0.24,0.53,0
190,104,1.8269230769230769,376,50,1,1.84,13.0,1,6.1,1,0.57,0.17,0.56,0
573,214,2.677570093457944,3286,61,1,2.08,171.9,3,0.4,0,0.48,0.22,0.67,0
730,37,19.72972972972973,3925,83,1,0.62,123.0,9,4.0,1,0.89,0.19,0.81,0
274,88,3.1136363636363638,1859,66,1,1.53,15.0,2,8.0,1,0.67,0.11,0.75,0
135,632,0.21360759493670886,3135,112,1,0.16,10.0,0,1.1,0,0.94,0.14,0.8,0
1679,111,15.126126126126126,2170,57,1,0.11,17.0,2,6.3,0,0.32,0.08,0.62,0
57,483,0.11801242236024845,2477,31,1,0.56,17.099999999999998,1,8.0,0,0.42,0.13,0.87,0
57151,35667,1.6023495107522359,202,75,1,14.48,160.0,5,15.9,0,0.88,0.35,0.4,1
211,4444,0.04747974797479748,189,122,0,6.72,5.0,0,28.3,0,0.82,0.56,0.12,1
3212,750,4.282666666666667,2020,85,1,0.46,11.0,1,2.2,1,0.53,0.1,0.51,0
94,121,0.7768595041322314,3472,79,1,1.16,28.2,1,4.0,0,0.4,0.09,0.53,0
48,1225,0.03918367346938775,47,0,0,33.14,2.0,0,18.7,0,0.93,0.79,0.16,1
1989,432,4.604166666666667,64,138,1,4.05,33.0,0,3.9,0,0.69,0.7,0.31,1
54,82,0.6585365853658537,1401,97,1,0.96,16.2,0,0.8,1,0.84,0.25,0.72,0
35581,86761,0.41010361798503936,333,32,1,11.48,326.0,9,20.2,1,0.73,0.54,0.15,1
1293,103,12.553398058252426,86,108,1,1.37,25.0,0,7.6,1,0.33,0.57,0.33,1
21,3448,0.006090487238979118,40,0,0,15.6,1.0,0,29.3,1,0.86,0.71,0.2,1
166,584,0.2842465753424658,1620,67,1,0.12,27.0,2,7.1,0,0.79,0.2,0.83,0
10,17,0.5882352941176471,2793,68,1,0.01,1.0,0,3.5,0,0.39,0.15,0.59,0
649,116,5.594827586206897,518,49,1,1.41,1.0,0,2.2,0,0.39,0.2,0.53,0
20382,71017,0.2870017038173958,381,86,1,12.81,101.0,2,23.6,1,0.94,0.69,0.28,1
70,3948,0.01773049645390071,76,0,1,33.57,1.0,0,18.4,1,0.89,0.85,0.01,1
157,644,0.24378881987577639,1740,33,1,0.19,47.1,4,0.2,0,0.92,0.2,0.66,0
15870,19,835.2631578947369,933,76,1,1.15,37.0,1,1.1,0,0.74,0.14,0.8,0
461,1168,0.3946917808219178,160,114,0,22.94,9.0,0,25.1,1,0.95,0.52,0.16,1
416,7,59.42857142857143,2444,96,1,1.95,88.0,6,1.8,1,0.56,0.18,0.52,0
